blockfacename,paidparkingarea,avg_occupancy,peak_hour_occupancy,spaces,hours_over_target,hours_under_target,hours_on_target,mean_adjustment,max_adjustment,min_adjustment,peak_hour,primary_action,paidparkingsubarea,lat,lon,time_limit,n_meters
11TH AVE BETWEEN E HOWELL ST AND E DENNY WAY,Capitol Hill,0.348,0.573,28.0,0,14,0,-1.571,-0.5,-2.0,19,decrease,South,47.61813722,-122.31831508,240.0,1
11TH AVE BETWEEN E OLIVE ST AND E HOWELL ST,Capitol Hill,0.331,0.613,29.0,0,14,0,-1.554,-0.25,-2.0,19,decrease,South,47.61696889,-122.31829651,240.0,1
11TH AVE BETWEEN E PINE ST AND E OLIVE ST,Capitol Hill,0.555,0.745,28.0,0,10,4,-0.679,0.0,-2.0,19,decrease,South,47.615867805,-122.318169325,240.0,2
12TH AVE BETWEEN E PINE ST AND E OLIVE ST,Capitol Hill,0.211,0.354,19.0,0,14,0,-1.929,-1.5,-2.0,19,decrease,South,47.61587269,-122.316863905,120.0,2
BELMONT AVE BETWEEN E PINE ST AND E OLIVE ST,Capitol Hill,0.05,0.086,27.0,0,14,0,-2.0,-2.0,-2.0,19,decrease,South,47.615812425,-122.32448005,120.0,2
BOYLSTON AVE BETWEEN E PINE ST AND E OLIVE ST,Capitol Hill,0.261,0.45,5.0,0,14,0,-1.839,-1.25,-2.0,19,decrease,South,47.61581966,-122.32352842,120.0,1
BROADWAY BETWEEN E PINE ST AND XW E OLIVE ST,Capitol Hill,0.413,0.611,16.0,0,14,0,-1.268,-0.25,-2.0,10,decrease,South,47.61585617,-122.32081861,120.0,2
BROADWAY BETWEEN XW E OLIVE ST AND E HOWELL ST,Capitol Hill,0.408,0.505,16.0,0,14,0,-1.339,-0.75,-2.0,11,decrease,South,47.616950380000006,-122.320825885,120.0,2
BROADWAY E BETWEEN E DENNY WAY AND E OLIVE WAY,Capitol Hill,0.28,0.399,17.0,0,14,0,-1.839,-1.5,-2.0,19,decrease,South,47.61932366,-122.32086166,120.0,2
BROADWAY E BETWEEN E HARRISON ST AND E REPUBLICAN ST,Capitol Hill,0.33,0.52,12.0,0,14,0,-1.625,-0.75,-2.0,19,decrease,North,47.622555765,-122.320915175,120.0,2
BROADWAY E BETWEEN E MERCER ST AND E ROY E ST,Capitol Hill,0.348,0.49,12.0,0,14,0,-1.571,-1.0,-2.0,19,decrease,North,47.624661975,-122.32094883,120.0,2
BROADWAY E BETWEEN E OLIVE WAY AND E THOMAS ST,Capitol Hill,0.387,0.595,17.0,0,14,0,-1.375,-0.5,-2.0,19,decrease,North,47.62050824,-122.32088052,120.0,2
BROADWAY E BETWEEN E REPUBLICAN ST AND E MERCER ST,Capitol Hill,0.406,0.607,20.0,0,14,0,-1.304,-0.25,-2.0,19,decrease,North,47.623688775,-122.320927075,120.0,2
BROADWAY E BETWEEN E ROY W ST AND E ALOHA ST,Capitol Hill,0.348,0.503,6.0,0,14,0,-1.554,-0.75,-2.0,18,decrease,North,47.62597214,-122.32141642,120.0,1
BROADWAY E BETWEEN E THOMAS ST AND E HARRISON ST,Capitol Hill,0.244,0.386,19.0,0,14,0,-1.839,-1.5,-2.0,13,decrease,North,47.621529285,-122.3208928,120.0,2
E DENNY WAY BETWEEN 10TH AVE E AND 11TH AVE,Capitol Hill,0.409,0.646,9.0,0,14,0,-1.304,-0.25,-2.0,11,decrease,South,47.61871263,-122.31892184,240.0,1
E HARRISON ST BETWEEN BROADWAY E AND 10TH AVE E,Capitol Hill,0.158,0.315,4.0,0,14,0,-1.982,-1.75,-2.0,19,decrease,North,47.62194122,-122.32036323,120.0,1
E MERCER ST BETWEEN BROADWAY E AND 10TH AVE E,Capitol Hill,0.43,0.814,2.0,0,12,2,-1.214,0.0,-2.0,19,decrease,North,47.62420511,-122.32039978,120.0,1
E OLIVE WAY BETWEEN HARVARD AVE E AND BROADWAY E,Capitol Hill,0.337,0.929,1.0,1,12,1,-1.429,0.25,-2.0,20,decrease,South,47.61997118,-122.32158697,120.0,1
E REPUBLICAN ST BETWEEN BROADWAY E AND 10TH AVE E,Capitol Hill,0.209,0.408,6.0,0,14,0,-1.893,-1.25,-2.0,19,decrease,North,47.62308318,-122.32036529,120.0,1
E ROY ST BETWEEN BROADWAY E  E AND 10TH W AVE E,Capitol Hill,0.218,0.336,3.0,0,14,0,-1.946,-1.75,-2.0,19,decrease,North,47.62518096,-122.32051138,120.0,1
E THOMAS ST BETWEEN HARVARD AVE E AND BROADWAY E,Capitol Hill,0.399,0.65,5.0,0,14,0,-1.304,-0.25,-2.0,19,decrease,North,47.62102996,-122.32156166,120.0,1
HARVARD AVE BETWEEN E OLIVE ST AND E HOWELL ST,Capitol Hill,0.041,0.204,1.0,0,14,0,-2.0,-2.0,-2.0,21,decrease,South,47.61694224,-122.32205635,30.0,1
HARVARD AVE BETWEEN E PINE ST AND E OLIVE ST,Capitol Hill,0.427,0.535,12.0,0,14,0,-1.196,-0.75,-2.0,10,decrease,South,47.61584917,-122.32203862,120.0,1
NAGLE PL BETWEEN E HOWELL ST AND E DENNY WAY,Capitol Hill,0.401,0.588,5.0,0,14,0,-1.321,-0.5,-2.0,11,decrease,South,47.6181567,-122.32012756,240.0,1
SUMMIT AVE BETWEEN E PINE ST AND E OLIVE ST,Capitol Hill,0.098,0.131,14.0,0,14,0,-2.0,-2.0,-2.0,13,decrease,South,47.61580004,-122.32553822,120.0,2
18TH AVE BETWEEN E JEFFERSON ST AND E CHERRY ST,Cherry Hill,0.157,0.212,15.0,0,12,0,-2.0,-2.0,-2.0,10,decrease,,47.60711882,-122.30901722,120.0,1
E CHERRY ST BETWEEN 16TH AVE AND 17TH AVE,Cherry Hill,0.13,0.198,10.0,0,12,0,-2.0,-2.0,-2.0,10,decrease,,47.60797363,-122.31086289,120.0,1
E CHERRY ST BETWEEN 17TH AVE AND 18TH AVE,Cherry Hill,0.088,0.132,19.0,0,12,0,-2.0,-2.0,-2.0,9,decrease,,47.60802605,-122.309613605,120.0,2
E JEFFERSON ST BETWEEN 17TH AVE AND 18TH AVE,Cherry Hill,0.17,0.267,9.0,0,12,0,-2.0,-2.0,-2.0,14,decrease,,47.60617558,-122.30960869,120.0,2
5TH AVE S BETWEEN S KING ST AND S WELLER ST,Chinatown/ID,0.3,0.439,6.0,0,12,0,-1.729,-1.25,-2.0,18,decrease,,47.59793881,-122.32758781,120.0,1
5TH AVE S BETWEEN S WELLER ST AND S DEARBORN ST,Chinatown/ID,0.151,0.396,12.0,0,12,0,-1.958,-1.5,-2.0,19,decrease,,47.59669714,-122.327679175,120.0,2
6TH AVE S BETWEEN S JACKSON ST AND S KING ST,Chinatown/ID,0.366,0.644,10.0,0,12,0,-1.396,-0.25,-2.0,19,decrease,,47.598771240000005,-122.326362215,120.0,2
6TH AVE S BETWEEN S KING ST AND S WELLER ST,Chinatown/ID,0.405,0.619,15.0,0,12,0,-1.188,-0.25,-2.0,18,decrease,,47.59793449,-122.326365495,120.0,2
6TH AVE S BETWEEN S LANE ST AND S DEARBORN ST,Chinatown/ID,0.321,0.571,12.0,0,12,0,-1.583,-0.5,-2.0,18,decrease,,47.596278635,-122.32637204,120.0,2
6TH AVE S BETWEEN S MAIN ST AND S JACKSON ST,Chinatown/ID,0.267,0.446,13.0,0,12,0,-1.792,-1.25,-2.0,18,decrease,,47.599612405,-122.3263588,120.0,2
6TH AVE S BETWEEN S WELLER ST AND S LANE ST,Chinatown/ID,0.429,0.749,12.0,0,11,1,-1.125,0.0,-2.0,19,decrease,,47.59708615,-122.326368825,120.0,2
7TH AVE S BETWEEN S JACKSON ST AND S KING ST,Chinatown/ID,0.293,0.43,10.0,0,12,0,-1.75,-1.25,-2.0,18,decrease,,47.598746000000006,-122.323752005,120.0,2
7TH AVE S BETWEEN S KING ST AND S WELLER ST,Chinatown/ID,0.243,0.449,12.0,0,12,0,-1.875,-1.25,-2.0,19,decrease,,47.597905775,-122.32375941,120.0,2
7TH AVE S BETWEEN S MAIN ST AND S JACKSON ST,Chinatown/ID,0.205,0.423,12.0,0,12,0,-1.854,-1.25,-2.0,19,decrease,,47.59958428,-122.32375254,120.0,2
7TH AVE S BETWEEN S WELLER ST AND S LANE ST,Chinatown/ID,0.18,0.362,15.0,0,12,0,-1.938,-1.5,-2.0,19,decrease,,47.597088805,-122.323758545,120.0,2
8TH AVE S BETWEEN S JACKSON ST AND S KING ST,Chinatown/ID,0.084,0.183,4.0,0,12,0,-2.0,-2.0,-2.0,19,decrease,,47.5987507,-122.32256818,120.0,1
8TH AVE S BETWEEN S KING ST AND S WELLER ST,Chinatown/ID,0.321,0.63,8.0,0,12,0,-1.521,-0.25,-2.0,19,decrease,,47.59792611,-122.32245003,120.0,2
8TH AVE S BETWEEN S WELLER ST AND S LANE ST,Chinatown/ID,0.249,0.512,12.0,0,12,0,-1.792,-0.75,-2.0,19,decrease,,47.597084655,-122.322453475,120.0,2
MAYNARD AVE S BETWEEN S JACKSON ST AND S KING ST,Chinatown/ID,0.326,0.408,5.0,0,12,0,-1.667,-1.25,-2.0,15,decrease,,47.59874797,-122.32498811,120.0,1
MAYNARD AVE S BETWEEN S KING ST AND S WELLER ST,Chinatown/ID,0.257,0.438,8.0,0,12,0,-1.854,-1.25,-2.0,19,decrease,,47.59790648,-122.325060445,120.0,2
MAYNARD AVE S BETWEEN S LANE ST AND S DEARBORN ST,Chinatown/ID,0.193,0.482,6.0,0,12,0,-1.875,-1.0,-2.0,19,decrease,,47.59626866,-122.32515195,120.0,1
MAYNARD AVE S BETWEEN S MAIN ST AND S JACKSON ST,Chinatown/ID,0.203,0.334,12.0,0,12,0,-1.938,-1.75,-2.0,19,decrease,,47.59961074,-122.325053765,120.0,2
MAYNARD AVE S BETWEEN S WELLER ST AND S LANE ST,Chinatown/ID,0.16,0.355,14.0,0,12,0,-1.958,-1.5,-2.0,19,decrease,,47.59707318,-122.32506782,120.0,2
S JACKSON ST BETWEEN 6TH AVE S AND MAYNARD AVE S,Chinatown/ID,0.19,0.348,1.0,0,12,0,-1.958,-1.75,-2.0,11,decrease,,47.59910134,-122.32573848,120.0,1
S JACKSON ST BETWEEN MAYNARD AVE S AND 7TH AVE S,Chinatown/ID,0.273,0.464,7.0,0,12,0,-1.792,-1.0,-2.0,19,decrease,,47.59919384,-122.3244309,120.0,2
S KING ST BETWEEN 5TH AVE S AND 6TH AVE S,Chinatown/ID,0.297,0.476,11.0,0,12,0,-1.688,-1.0,-2.0,19,decrease,,47.598354855,-122.32701829,120.0,2
S KING ST BETWEEN 6TH AVE S AND MAYNARD AVE S,Chinatown/ID,0.309,0.551,16.0,0,12,0,-1.625,-0.5,-2.0,18,decrease,,47.598352845,-122.325700145,120.0,2
S KING ST BETWEEN 7TH AVE S AND CANTON AL S,Chinatown/ID,0.366,0.6,6.0,0,12,0,-1.438,-0.25,-2.0,18,decrease,,47.598348555,-122.323383445,120.0,2
S KING ST BETWEEN MAYNARD AL S AND 7TH AVE S,Chinatown/ID,0.324,0.502,7.0,0,12,0,-1.604,-0.75,-2.0,18,decrease,,47.59835034,-122.324157375,120.0,2
S LANE ST BETWEEN 6TH AVE S AND MAYNARD AVE S,Chinatown/ID,0.21,0.44,6.0,0,12,0,-1.896,-1.25,-2.0,19,decrease,,47.59660677,-122.32571811,120.0,1
S LANE ST BETWEEN MAYNARD AVE S AND 7TH AVE S,Chinatown/ID,0.164,0.375,9.0,0,12,0,-1.917,-1.5,-2.0,19,decrease,,47.5967445,-122.32438225,120.0,1
S MAIN ST BETWEEN 4TH AVE S AND 5TH AVE S,Chinatown/ID,0.084,0.147,4.0,0,12,0,-2.0,-2.0,-2.0,13,decrease,,47.60010355,-122.32828771,120.0,1
S MAIN ST BETWEEN 5TH AVE S AND 6TH AVE S,Chinatown/ID,0.193,0.285,9.0,0,12,0,-2.0,-2.0,-2.0,12,decrease,,47.60003575499999,-122.3269738,120.0,2
S MAIN ST BETWEEN 6TH AVE S AND MAYNARD AVE S,Chinatown/ID,0.201,0.423,20.0,0,12,0,-1.875,-1.25,-2.0,18,decrease,,47.60003511,-122.325672375,120.0,2
S MAIN ST BETWEEN MAYNARD AVE S AND 7TH AVE S,Chinatown/ID,0.094,0.242,27.0,0,12,0,-2.0,-2.0,-2.0,19,decrease,,47.600026175,-122.32440055,120.0,2
S WASHINGTON ST BETWEEN 5TH AVE S AND 6TH AVE S,Chinatown/ID,0.231,0.335,7.0,0,12,0,-1.917,-1.75,-2.0,10,decrease,,47.60080077,-122.3269687,120.0,1
S WASHINGTON ST BETWEEN 6TH AVE S AND DEAD END 1,Chinatown/ID,0.124,0.17,14.0,0,12,0,-2.0,-2.0,-2.0,19,decrease,,47.600866885,-122.32567289,120.0,2
S WELLER ST BETWEEN 5TH AVE S AND 6TH AVE S,Chinatown/ID,0.451,0.832,9.0,0,10,2,-1.188,0.0,-2.0,19,decrease,,47.5975159,-122.326994915,120.0,2
S WELLER ST BETWEEN 6TH AVE S AND MAYNARD AVE S,Chinatown/ID,0.355,0.683,10.0,0,12,0,-1.438,-0.25,-2.0,18,decrease,,47.597514025,-122.32568831,120.0,2
S WELLER ST BETWEEN 7TH AVE S AND CANTON AL S,Chinatown/ID,0.409,0.894,2.0,1,10,1,-1.312,0.25,-2.0,18,decrease,,47.59742737,-122.32338508,120.0,1
S WELLER ST BETWEEN 8TH AVE S AND DEAD END,Chinatown/ID,0.258,0.542,7.0,0,12,0,-1.708,-0.75,-2.0,19,decrease,,47.59750775,-122.322008005,120.0,2
S WELLER ST BETWEEN CANTON AL S AND 8TH AVE S,Chinatown/ID,0.318,0.637,5.0,0,12,0,-1.562,-0.25,-2.0,19,decrease,,47.59757726,-122.32281958,120.0,1
S WELLER ST BETWEEN MAYNARD AVE S AND MAYNARD AL S,Chinatown/ID,0.273,0.742,7.0,0,11,1,-1.667,0.0,-2.0,19,decrease,,47.597512295,-122.324703095,120.0,2
37TH AVE S BETWEEN S EDMUNDS ST AND S FERDINAND ST,Columbia City,0.32,0.429,9.0,0,12,0,-1.667,-1.25,-2.0,18,decrease,,47.55825614,-122.28620595,240.0,1
37TH AVE S BETWEEN S FERDINAND ST AND S HUDSON ST,Columbia City,0.165,0.258,8.0,0,12,0,-2.0,-2.0,-2.0,19,decrease,,47.55743593,-122.28608789,240.0,1
RAINIER AVE S BETWEEN S EDMUNDS ST AND S FERDINAND ST,Columbia City,0.446,0.53,12.0,0,12,0,-1.167,-0.75,-2.0,10,decrease,,47.55827161,-122.28525216,120.0,2
RAINIER AVE S BETWEEN S FERDINAND ST AND S HUDSON ST,Columbia City,0.396,0.609,6.0,0,12,0,-1.312,-0.25,-2.0,12,decrease,,47.557470945000006,-122.284835285,120.0,2
RAINIER AVE S BETWEEN S HUDSON ST AND 39TH N AVE S,Columbia City,0.131,0.378,19.0,0,12,0,-1.938,-1.5,-2.0,19,decrease,,47.55645281,-122.28409975,120.0,2
S ALASKA ST BETWEEN RAINIER AVE S AND 38TH AVE S,Columbia City,0.118,0.196,25.0,0,12,0,-2.0,-2.0,-2.0,9,decrease,,47.56074452,-122.28596862,240.0,2
S EDMUNDS ST BETWEEN 37TH AVE S AND RAINIER AVE S,Columbia City,0.157,0.31,2.0,0,12,0,-1.979,-1.75,-2.0,19,decrease,,47.55860216,-122.28579473,120.0,1
S EDMUNDS ST BETWEEN RAINIER AVE S AND 39TH AVE S,Columbia City,0.175,0.235,25.0,0,12,0,-2.0,-2.0,-2.0,18,decrease,,47.55861759,-122.28445727,120.0,1
S FERDINAND ST BETWEEN 37TH AVE S AND RAINIER AVE S,Columbia City,0.291,0.415,7.0,0,12,0,-1.792,-1.25,-2.0,18,decrease,,47.55785414,-122.285593355,120.0,2
S FERDINAND ST BETWEEN RAINIER AVE S AND 39TH AVE S,Columbia City,0.438,0.59,19.0,0,12,0,-1.188,-0.5,-2.0,12,decrease,,47.55785045499999,-122.28421152,120.0,2
S HUDSON ST BETWEEN 37TH AVE S AND RAINIER AVE S,Columbia City,0.26,0.524,15.0,0,12,0,-1.729,-0.75,-2.0,18,decrease,,47.55704307,-122.28538691,120.0,2
1ST AVE BETWEEN COLUMBIA ST AND MARION ST,Commercial Core,0.379,0.489,9.0,0,12,0,-1.5,-1.0,-2.0,13,decrease,Waterfront,47.603635815,-122.335250965,120.0,2
1ST AVE BETWEEN MADISON ST AND SPRING ST,Commercial Core,0.437,0.658,5.0,0,12,0,-1.104,-0.25,-2.0,16,decrease,Waterfront,47.60501765,-122.3366575,30.0,1
1ST AVE BETWEEN PIKE ST AND PINE ST,Commercial Core,0.849,0.953,7.0,9,1,2,0.146,0.5,-1.0,15,hold,Retail,47.60935161,-122.3403749,120.0,1
1ST AVE BETWEEN PINE ST AND STEWART ST,Commercial Core,0.582,0.894,3.0,3,8,1,-0.708,0.25,-2.0,17,decrease,Retail,47.61008545,-122.34104628,120.0,1
1ST AVE BETWEEN SENECA ST AND UNIVERSITY ST,Commercial Core,0.627,0.772,14.0,0,10,2,-0.375,0.0,-1.25,17,decrease,Retail,47.60647145,-122.337883365,120.0,2
1ST AVE BETWEEN SPRING ST AND SENECA ST,Commercial Core,0.439,0.594,14.0,0,12,0,-1.146,-0.5,-2.0,11,decrease,Waterfront,47.60575515,-122.33720854,120.0,2
1ST AVE BETWEEN UNION ST AND PIKE ST,Commercial Core,0.761,0.967,8.0,5,3,4,-0.083,0.5,-2.0,11,hold,Retail,47.608324565,-122.339559375,120.0,2
1ST AVE BETWEEN UNIVERSITY ST AND UNION ST,Commercial Core,0.73,0.867,15.0,2,3,7,-0.229,0.25,-1.75,18,hold,Retail,47.60731898,-122.338656325,120.0,2
2ND AVE BETWEEN COLUMBIA ST AND MARION ST,Commercial Core,0.279,0.473,12.0,0,12,0,-1.75,-1.0,-2.0,11,decrease,Financial,47.60408368,-122.33414784,120.0,2
2ND AVE BETWEEN MADISON ST AND SPRING ST,Commercial Core,0.622,0.822,6.0,0,5,7,-0.479,0.0,-2.0,9,decrease,Financial,47.60555459,-122.33534782,120.0,1
2ND AVE BETWEEN MARION ST AND MADISON ST,Commercial Core,0.181,0.45,3.0,0,12,0,-1.854,-1.25,-2.0,13,decrease,Financial,47.60483804,-122.3346924,120.0,1
2ND AVE BETWEEN PIKE ST AND PINE ST,Commercial Core,0.389,0.57,7.0,0,12,0,-1.312,-0.5,-2.0,16,decrease,Retail,47.6097219,-122.33945111,120.0,1
2ND AVE BETWEEN PINE ST AND STEWART ST,Commercial Core,0.328,0.432,6.0,0,12,0,-1.688,-1.25,-2.0,11,decrease,Retail,47.610610825,-122.340123865,120.0,2
2ND AVE BETWEEN SENECA ST AND UNIVERSITY ST,Commercial Core,0.459,0.669,16.0,0,12,0,-1.021,-0.25,-2.0,11,decrease,Retail,47.60693169,-122.336755435,120.0,2
2ND AVE BETWEEN SPRING ST AND SENECA ST,Commercial Core,0.22,0.344,4.0,0,8,0,-1.969,-1.75,-2.0,12,decrease,Financial,47.60626322,-122.33601514,120.0,1
2ND AVE BETWEEN UNION ST AND PIKE ST,Commercial Core,0.324,0.565,8.0,0,12,0,-1.646,-0.5,-2.0,17,decrease,Retail,47.608779075,-122.338445525,120.0,2
4TH AVE BETWEEN COLUMBIA ST AND MARION ST,Commercial Core,0.306,0.659,6.0,0,12,0,-1.5,-0.25,-2.0,10,decrease,Financial,47.60505018,-122.33182648,120.0,1
4TH AVE BETWEEN MADISON ST AND SPRING ST,Commercial Core,0.31,0.501,10.0,0,12,0,-1.646,-0.75,-2.0,13,decrease,Financial,47.60643896,-122.33325666,120.0,2
4TH AVE BETWEEN SENECA ST AND UNIVERSITY ST,Commercial Core,0.343,0.498,10.0,0,12,0,-1.583,-1.0,-2.0,18,decrease,Retail,47.607861150000005,-122.33453767,120.0,2
4TH AVE BETWEEN UNION ST AND PIKE ST,Commercial Core,0.451,0.73,6.0,0,11,1,-1.042,0.0,-2.0,11,decrease,Retail,47.60967604,-122.33632481,120.0,1
5TH AVE BETWEEN MADISON ST AND SPRING ST,Commercial Core,0.455,0.7,6.0,0,12,0,-1.021,-0.25,-2.0,11,decrease,Financial,47.60687895,-122.33220159,120.0,1
5TH AVE BETWEEN MARION ST AND MADISON ST,Commercial Core,0.486,0.641,6.0,0,12,0,-0.979,-0.25,-1.5,9,decrease,Financial,47.60621283,-122.33137792,120.0,1
5TH AVE BETWEEN TERRACE ST AND JEFFERSON ST,Commercial Core,0.401,0.526,4.0,0,12,0,-1.312,-0.75,-2.0,12,decrease,Financial,47.60258173,-122.32829027,120.0,1
6TH AVE BETWEEN COLUMBIA ST AND MARION ST,Commercial Core,0.394,0.552,20.0,0,12,0,-1.375,-0.5,-2.0,9,decrease,Financial,47.60591026,-122.32978967,120.0,1
6TH AVE BETWEEN PIKE ST AND PINE ST,Commercial Core,0.401,0.552,17.0,0,12,0,-1.375,-0.5,-2.0,19,decrease,Retail,47.611633775,-122.334920425,120.0,2
6TH AVE BETWEEN UNION ST AND PIKE ST,Commercial Core,0.195,0.252,9.0,0,12,0,-2.0,-2.0,-2.0,9,decrease,Retail,47.61061354,-122.33409932,120.0,1
6TH AVE BETWEEN UNIVERSITY ST AND UNION ST,Commercial Core,0.367,0.537,7.0,0,12,0,-1.5,-0.75,-1.75,9,decrease,Retail,47.609653145,-122.333098765,120.0,2
7TH AVE BETWEEN PINE ST AND OLIVE WAY,Commercial Core,0.397,0.61,9.0,0,12,0,-1.417,-0.25,-2.0,19,decrease,Retail,47.61312767,-122.33463505,120.0,1
9TH AVE BETWEEN 9TH AV I5 EXPRESS ON RP AND PINE ST,Commercial Core,0.02,0.065,9.0,0,12,0,-2.0,-2.0,-2.0,19,decrease,Retail,47.61315189,-122.33170522,120.0,2
9TH AVE BETWEEN PINE ST AND OLIVE WAY,Commercial Core,0.271,0.478,7.0,0,12,0,-1.833,-1.0,-2.0,19,decrease,Retail,47.61399482,-122.33257858,120.0,1
ALASKAN ER WAY BETWEEN MADISON ST AND SPRING ST,Commercial Core,0.53,0.61,8.0,0,12,0,-0.688,-0.25,-2.0,15,decrease,Waterfront,47.60431112,-122.3383856,120.0,1
ALASKAN ER WAY BETWEEN MARION ST AND MADISON ST,Commercial Core,0.381,0.532,6.0,0,12,0,-1.396,-0.75,-2.0,18,decrease,Waterfront,47.60358859,-122.33775965,120.0,1
ALASKAN WAY BETWEEN SPRING ST AND SENECA ST,Commercial Core,0.644,0.793,8.0,0,4,8,-0.333,0.0,-2.0,11,decrease,Waterfront,47.60486127,-122.33933288,120.0,1
ALASKAN WAY BETWEEN UNION ST AND PIKE HILL CLIMB,Commercial Core,0.602,0.724,6.0,0,10,2,-0.458,0.0,-2.0,13,decrease,Waterfront,47.60739771,-122.34183478,120.0,1
ALASKAN WAY BETWEEN UNIVERSITY ST AND UNION ST,Commercial Core,0.663,0.918,4.0,2,5,5,-0.333,0.25,-2.0,11,decrease,Waterfront,47.60644231,-122.3407868,120.0,1
CHERRY ST BETWEEN 3RD AVE AND 4TH AVE,Commercial Core,0.367,0.581,13.0,0,12,0,-1.458,-0.5,-2.0,11,decrease,Financial,47.603715895,-122.33151166,120.0,2
CHERRY ST BETWEEN 4TH AVE AND 5TH AVE,Commercial Core,0.175,0.353,11.0,0,12,0,-1.917,-1.5,-2.0,11,decrease,Financial,47.6042352,-122.33045145,120.0,1
COLUMBIA ST BETWEEN 3RD AVE AND 4TH AVE,Commercial Core,0.24,0.307,9.0,0,12,0,-1.958,-1.75,-2.0,15,decrease,Financial,47.604427545,-122.332163645,120.0,2
COLUMBIA ST BETWEEN 4TH AVE AND 5TH AVE,Commercial Core,0.394,0.449,7.0,0,12,0,-1.396,-1.25,-2.0,11,decrease,Financial,47.604896015,-122.33104392,120.0,2
COLUMBIA ST BETWEEN 5TH AVE AND 6TH AVE,Commercial Core,0.334,0.447,6.0,0,12,0,-1.604,-1.25,-2.0,12,decrease,Financial,47.60541497,-122.3299804,120.0,1
JEFFERSON ST BETWEEN 4TH AVE AND 5TH AVE,Commercial Core,0.264,0.347,16.0,0,12,0,-1.875,-1.75,-2.0,12,decrease,Financial,47.6027045,-122.32904642,120.0,1
JEFFERSON ST BETWEEN 5TH AVE AND 6TH AVE,Commercial Core,0.391,0.504,6.0,0,12,0,-1.396,-0.75,-2.0,16,decrease,Financial,47.60317496,-122.32791788,120.0,1
MADISON ST BETWEEN 2ND AVE AND 3RD AVE,Commercial Core,0.399,0.554,3.0,0,12,0,-1.333,-0.5,-2.0,19,decrease,Financial,47.60534625,-122.33452079,120.0,1
MADISON ST BETWEEN 3RD AVE AND 4TH AVE,Commercial Core,0.416,0.52,6.0,0,12,0,-1.292,-0.75,-2.0,15,decrease,Financial,47.60580762,-122.33341762,120.0,1
MADISON ST BETWEEN 4TH AVE AND 5TH AVE,Commercial Core,0.559,0.69,3.0,0,12,0,-0.646,-0.25,-1.5,15,decrease,Financial,47.60627351,-122.33230366,120.0,1
MADISON ST BETWEEN 5TH AVE AND 6TH AVE,Commercial Core,0.387,0.445,5.0,0,12,0,-1.417,-1.25,-2.0,13,decrease,Financial,47.60673566,-122.33119149,120.0,1
MADISON ST BETWEEN ALASKAN E RDWY WAY AND WESTERN AVE,Commercial Core,0.591,0.677,4.0,0,12,0,-0.458,-0.25,-1.25,11,decrease,Waterfront,47.60401219,-122.33770957,120.0,1
MADISON ST BETWEEN POST AVE AND 1ST AVE,Commercial Core,0.801,0.923,5.0,5,1,6,0.021,0.25,-1.0,17,hold,Waterfront,47.60449757,-122.33654836,120.0,1
MADISON ST BETWEEN WESTERN AVE AND POST AVE,Commercial Core,0.728,0.852,2.0,1,4,7,-0.188,0.25,-1.75,11,hold,Waterfront,47.60439636,-122.33710978,120.0,1
MARION ST BETWEEN 2ND AVE AND 3RD AVE,Commercial Core,0.376,0.505,6.0,0,12,0,-1.5,-0.75,-2.0,16,decrease,Financial,47.60474615,-122.33392185,120.0,1
MARION ST BETWEEN 3RD AVE AND 4TH AVE,Commercial Core,0.334,0.632,7.0,0,12,0,-1.562,-0.25,-2.0,18,decrease,Financial,47.6052007,-122.33283389,120.0,1
MARION ST BETWEEN 4TH AVE AND 5TH AVE,Commercial Core,0.43,0.504,9.0,0,12,0,-1.188,-0.75,-2.0,14,decrease,Financial,47.60567221,-122.33170659,120.0,1
MARION ST BETWEEN 5TH AVE AND 6TH AVE,Commercial Core,0.457,0.62,16.0,0,12,0,-1.083,-0.25,-1.75,11,decrease,Financial,47.60608445,-122.33056351,120.0,2
MARION ST BETWEEN ALASKAN ER WAY AND WESTERN AVE,Commercial Core,0.191,0.333,3.0,0,8,0,-1.875,-1.75,-2.0,10,decrease,Waterfront,47.60339811,-122.33714332,120.0,1
OLIVE WAY BETWEEN 3RD AVE AND 4TH AVE,Commercial Core,0.215,0.345,4.0,0,12,0,-1.979,-1.75,-2.0,18,decrease,Retail,47.61189714,-122.33901686,120.0,1
OLIVE WAY BETWEEN 4TH AVE AND 5TH AVE,Commercial Core,0.471,0.72,5.0,0,11,1,-0.938,0.0,-2.0,12,decrease,Retail,47.61248557,-122.33802771,120.0,1
OLIVE WAY BETWEEN 5TH AVE AND 6TH AVE,Commercial Core,0.349,0.631,4.0,0,12,0,-1.438,-0.25,-2.0,11,decrease,Retail,47.61294182,-122.33693274,120.0,1
OLIVE WAY BETWEEN 6TH AVE AND 7TH AVE,Commercial Core,0.145,0.555,4.0,0,12,0,-1.875,-0.5,-2.0,18,decrease,Retail,47.61341115,-122.33581204,120.0,1
OLIVE WAY BETWEEN 7TH AVE AND HOWELL ST,Commercial Core,0.348,0.454,5.0,0,12,0,-1.604,-1.0,-2.0,16,decrease,Retail,47.61387948,-122.3346818,120.0,1
