paidparkingarea,date,avg_occupancy_rate,peak_occupancy_rate,total_spaces,n_blockfaces
Commercial Core,2022-05-19,0.485410675917615,1.0,5235.483606557377,81
Denny Triangle,2022-05-19,0.42273696898952084,1.0,3188.368204467141,56
First Hill,2022-05-19,0.1952519943133067,1.0,5916.0,77
Fremont,2022-05-19,0.44267998109143947,1.0,516.9672131147541,6
Green Lake,2022-05-19,0.6186256480046545,1.0,750.0,13
Pike-Pine,2022-05-19,0.5066041892692449,1.0,4701.706555194772,53
Pioneer Square,2022-05-19,0.5106375198722889,1.0,2398.0,39
Roosevelt,2022-05-19,0.45839646464646466,1.0,595.0,7
South Lake Union,2022-05-19,0.4153917854568653,1.0,10214.227873999536,128
University District,2022-05-19,0.5418987434300551,1.0,5081.327868852459,49
Uptown,2022-05-19,0.3489930880124341,1.0,7341.0,83
Uptown Triangle,2022-05-19,0.46578210340249065,1.0,1456.0,10
Westlake Ave N,2022-05-19,0.4081720112941058,1.0,2453.5,12
12th Avenue,2022-05-20,0.4993591742252456,1.0,450.0,7
Ballard,2022-05-20,0.5730161921221797,1.0,3384.0,29
Belltown,2022-05-20,0.5196784695309152,1.0,11623.786885245901,133
Capitol Hill,2022-05-20,0.4972463555462971,1.0,3285.0,25
Cherry Hill,2022-05-20,0.16007092120030716,1.0,516.0,4
Chinatown/ID,2022-05-20,0.27191359923238256,1.0,2568.0,38
Columbia City,2022-05-20,0.44192178384886716,1.0,510.0,6
Commercial Core,2022-05-20,0.5169518844619623,1.0,5113.081967213115,79
Denny Triangle,2022-05-20,0.4471454880785396,1.0,3115.7950604025114,55
First Hill,2022-05-20,0.19527368050187752,1.0,6174.0,80
Fremont,2022-05-20,0.43062596450617285,1.0,517.0,6
Green Lake,2022-05-20,0.6250176970168957,1.0,750.0,13
Pike-Pine,2022-05-20,0.5237038652461636,1.0,4702.7034583064,53
Pioneer Square,2022-05-20,0.49625451045591706,1.0,2394.0,39
Roosevelt,2022-05-20,0.4406013007054674,1.0,595.0,7
South Lake Union,2022-05-20,0.41335786305633626,1.0,10150.843810162676,129
University District,2022-05-20,0.504538610676622,1.0,4913.459016393443,48
Uptown,2022-05-20,0.3600975396071469,1.0,7341.0,83
Uptown Triangle,2022-05-20,0.5506178931170305,1.0,1120.0,9
Westlake Ave N,2022-05-20,0.3650043534731613,1.0,2453.5,12
12th Avenue,2022-05-21,0.395453160430839,1.0,450.0,7
Ballard,2022-05-21,0.5804727022911202,1.0,3384.0,29
Ballard Locks,2022-05-21,0.09456018518518518,0.3333333333333333,144.0,1
Belltown,2022-05-21,0.4973727062332833,1.0,11706.0,133
Capitol Hill,2022-05-21,0.5422850857868142,1.0,3283.0,25
Cherry Hill,2022-05-21,0.056004858526788354,0.4444444444444444,516.0,4
Chinatown/ID,2022-05-21,0.32905138732363426,1.0,2598.0,38
Columbia City,2022-05-21,0.374682278241306,1.0,510.0,6
Commercial Core,2022-05-21,0.5062828883977458,1.0,5412.0,76
Denny Triangle,2022-05-21,0.46752527640742547,1.0,3182.6170254967724,55
First Hill,2022-05-21,0.18484906190167527,1.0,6018.0,78
Fremont,2022-05-21,0.5123331404320988,1.0,516.0,6
Green Lake,2022-05-21,0.7462018660055519,1.0,750.0,13
Pike-Pine,2022-05-21,0.561642348440346,1.0,4747.616592237927,54
Pioneer Square,2022-05-21,0.4196987158795992,1.0,2200.0,33
Roosevelt,2022-05-21,0.4360790444123777,1.0,594.0,7
South Lake Union,2022-05-21,0.33329476364550276,1.0,10347.901639344262,129
University District,2022-05-21,0.49169370564263826,1.0,4803.0,46
Uptown,2022-05-21,0.3636383307368289,1.0,7399.0,82
Uptown Triangle,2022-05-21,0.4620338595407608,1.0,1120.0,9
Westlake Ave N,2022-05-26,0.0482035308048518,0.5106382978723404,1673.0,8
Westlake Ave N,2022-05-31,0.03257645031938922,0.0851063829787234,808.5,3
Westlake Ave N,2022-06-02,0.046858462764076604,0.3684210526315789,1921.5,8
12th Avenue,2022-06-06,0.26487103174603177,1.0,450.0,7
Ballard,2022-06-06,0.3174905449683256,1.0,3378.0,29
Belltown,2022-06-06,0.32458539851315954,1.0,11593.83606557377,132
Capitol Hill,2022-06-06,0.22404550514867766,1.0,3145.0,23
Cherry Hill,2022-06-06,0.12412474525961369,0.7272727272727273,516.0,4
Chinatown/ID,2022-06-06,0.11269291445071351,1.0,2592.0,38
Columbia City,2022-06-06,0.2071901992040881,1.0,510.0,6
Commercial Core,2022-06-06,0.34086506491408974,1.0,5005.016393442623,78
Denny Triangle,2022-06-06,0.2861309153849863,1.0,3178.9836065573772,56
First Hill,2022-06-06,0.1333962228239831,1.0,5826.0,77
Fremont,2022-06-06,0.23520833333333332,1.0,505.0,6
Green Lake,2022-06-06,0.29483772000198283,1.0,750.0,13
Pike-Pine,2022-06-06,0.21155369064345103,1.0,4619.0,52
Pioneer Square,2022-06-06,0.3776535638086902,1.0,2343.0,37
Roosevelt,2022-06-06,0.23548821548821547,1.0,595.0,7
South Lake Union,2022-06-06,0.34098447450439123,1.0,10358.66393442623,130
University District,2022-06-06,0.34525872056101625,1.0,5021.459016393443,48
Uptown,2022-06-06,0.20282609758222006,1.0,7183.0,81
Uptown Triangle,2022-06-06,0.5014333492594363,1.0,1120.0,9
Westlake Ave N,2022-06-06,0.3715033388206753,1.0,2453.5,12
12th Avenue,2022-06-09,0.4100004724111867,1.0,450.0,7
Ballard,2022-06-09,0.5542750004897391,1.0,3366.0,29
Belltown,2022-06-09,0.4955347839240504,1.0,11622.11475409836,133
Capitol Hill,2022-06-09,0.44945723536706994,1.0,3285.0,25
Cherry Hill,2022-06-09,0.17549794361746116,0.8888888888888888,516.0,4
Chinatown/ID,2022-06-09,0.27633411800247776,1.0,2568.0,38
Columbia City,2022-06-09,0.4002053020282187,1.0,510.0,6
Commercial Core,2022-06-09,0.4833442979376082,1.0,5085.098360655737,80
Denny Triangle,2022-06-09,0.42953809052982367,1.0,3149.873432011728,55
First Hill,2022-06-09,0.16745869117933163,1.0,6204.0,81
Fremont,2022-06-09,0.4713537003120336,1.0,504.9672131147541,6
Green Lake,2022-06-09,0.5938079942967763,1.0,750.0,13
Pike-Pine,2022-06-09,0.5125959106932994,1.0,4708.979063402576,53
Pioneer Square,2022-06-09,0.5145951940009644,1.0,2382.0,38
Roosevelt,2022-06-09,0.4460534912618246,1.0,595.0,7
South Lake Union,2022-06-09,0.38449376391785095,1.0,10546.265133171913,132
University District,2022-06-09,0.4737761246305818,1.0,4958.902908723653,49
Uptown,2022-06-09,0.3283899304639759,1.0,7337.855965739686,83
Uptown Triangle,2022-06-09,0.5062093122479596,1.0,1120.0,9
Westlake Ave N,2022-06-09,0.38872237050604963,1.0,2453.5,12
South Lake Union,2022-06-10,0.0002083333333333325,0.125,80.0,1
Westlake Ave N,2022-06-10,0.02862876530103107,0.2978723404255319,1767.5,8
12th Avenue,2022-06-13,0.42992429610733185,1.0,450.0,7
Ballard,2022-06-13,0.5483189692035919,1.0,3366.0,29
Ballard Locks,2022-06-13,0.017592592592592594,0.08333333333333333,144.0,1
Belltown,2022-06-13,0.4975733739286096,1.0,11643.065573770491,133
Capitol Hill,2022-06-13,0.4329369096323987,1.0,3285.0,25
Cherry Hill,2022-06-13,0.1596755198180637,1.0,516.0,4
Chinatown/ID,2022-06-13,0.23315635215779265,1.0,2592.0,38
Columbia City,2022-06-13,0.33270887741373856,1.0,510.0,6
Commercial Core,2022-06-13,0.49139299510491585,1.0,4961.4672131147545,79
Denny Triangle,2022-06-13,0.40155624387175726,1.0,3148.54257465912,56
First Hill,2022-06-13,0.18175035821730165,1.0,6174.0,81
Fremont,2022-06-13,0.4114400077160494,1.0,505.0,6
Green Lake,2022-06-13,0.5857362092738695,1.0,750.0,13
Pike-Pine,2022-06-13,0.49031650189017173,1.0,4642.25422939808,52
Pioneer Square,2022-06-13,0.45125356504415143,1.0,2396.0,39
Roosevelt,2022-06-13,0.36672646604938275,1.0,703.0,8
South Lake Union,2022-06-13,0.39011856350854696,1.0,10409.236842105263,132
University District,2022-06-13,0.4091286988307689,1.0,4927.740768367842,49
Uptown,2022-06-13,0.34371720700993763,1.0,7173.0,81
Uptown Triangle,2022-06-13,0.5363785544772433,1.0,1120.0,9
Westlake Ave N,2022-06-13,0.3662436562349305,1.0,2453.5,12
12th Avenue,2022-06-14,0.41999137849584284,1.0,450.0,7
Ballard,2022-06-14,0.5600813939363221,1.0,3366.0,29
Belltown,2022-06-14,0.5114957246608997,1.0,11621.5,132
Capitol Hill,2022-06-14,0.47816906720917896,1.0,3285.0,25
Cherry Hill,2022-06-14,0.2120282687991021,1.0,516.0,4
Chinatown/ID,2022-06-14,0.2685373402916456,1.0,2568.0,38
Columbia City,2022-06-14,0.30982492623117625,1.0,510.0,6
Commercial Core,2022-06-14,0.5087601290403748,1.0,5041.5,81
Denny Triangle,2022-06-14,0.4044887255766786,1.0,3213.668956238945,57
First Hill,2022-06-14,0.1888587616694458,1.0,6342.0,82
Fremont,2022-06-14,0.420454187016687,1.0,504.9672131147541,6
Green Lake,2022-06-14,0.5836358295372719,1.0,750.0,13
Pike-Pine,2022-06-14,0.5382882187753619,1.0,4639.906984360927,52
Pioneer Square,2022-06-14,0.5621380979617343,1.0,2401.0,39
Roosevelt,2022-06-14,0.4556460437710438,1.0,595.0,7
South Lake Union,2022-06-14,0.38548651310784016,1.0,10364.771349609484,131
University District,2022-06-14,0.41972993015617244,1.0,4907.131147540984,49
Uptown,2022-06-14,0.34843157526374874,1.0,7309.0,83
Uptown Triangle,2022-06-14,0.5642956523003106,1.0,1120.0,9
Westlake Ave N,2022-06-14,0.39722233285678255,1.0,2453.5,12
12th Avenue,2022-06-15,0.43767455593348453,1.0,450.0,7
Ballard,2022-06-15,0.5778594649005875,1.0,3366.0,29
Ballard Locks,2022-06-15,0.005902777777777778,0.08333333333333333,144.0,1
Belltown,2022-06-15,0.5255635717282723,1.0,11631.565573770491,133
Capitol Hill,2022-06-15,0.4774276068882366,1.0,3285.0,25
Cherry Hill,2022-06-15,0.16857278929647349,1.0,516.0,4
Chinatown/ID,2022-06-15,0.3716818626935102,1.0,2568.0,38
Columbia City,2022-06-15,0.4498290739610184,1.0,510.0,6
Commercial Core,2022-06-15,0.48612785213074233,1.0,5109.081967213115,81
Denny Triangle,2022-06-15,0.41266954469798944,1.0,3151.2601009247946,56
First Hill,2022-06-15,0.2011131627096319,1.0,6144.0,80
Fremont,2022-06-15,0.4028626755189255,1.0,504.9672131147541,6
Green Lake,2022-06-15,0.6278933779638659,1.0,754.1207513416816,13
Pike-Pine,2022-06-15,0.5200814036781137,1.0,4704.019970507698,53
Pioneer Square,2022-06-15,0.5215107827898439,1.0,2396.0,39
Roosevelt,2022-06-15,0.49698588063171395,1.0,595.0,7
South Lake Union,2022-06-15,0.38798733668702196,1.0,10488.5,132
University District,2022-06-15,0.4467042214225992,1.0,4847.131147540984,48
Uptown,2022-06-15,0.3885900942173462,1.0,7281.0,82
Uptown Triangle,2022-06-15,0.542725197763155,1.0,1120.0,9
Westlake Ave N,2022-06-15,0.39581054342790706,1.0,2453.5,12
Westlake Ave N,2022-06-16,0.019560243235065503,0.2127659574468085,2005.5,9
12th Avenue,2022-06-17,0.3918085081254724,1.0,450.0,7
Ballard,2022-06-17,0.5836465295367623,1.0,3366.0,29
Belltown,2022-06-17,0.5036783648599928,1.0,11669.532786885246,133
Capitol Hill,2022-06-17,0.5063617445929773,1.0,3285.0,25
Cherry Hill,2022-06-17,0.16420676058833952,0.8888888888888888,516.0,4
Chinatown/ID,2022-06-17,0.4769173152861771,1.0,2568.0,38
Columbia City,2022-06-17,0.4338815826663049,1.0,510.0,6
Commercial Core,2022-06-17,0.5204526837778068,1.0,5163.098360655737,81
Denny Triangle,2022-06-17,0.4443676434926854,1.0,3162.7062977651894,57
First Hill,2022-06-17,0.20889259482062814,1.0,6180.0,81
Fremont,2022-06-17,0.43970539105955775,1.0,504.9672131147541,6
Green Lake,2022-06-17,0.6267933113005228,1.0,750.0,13
Pike-Pine,2022-06-17,0.5568853529023803,1.0,4688.936574188343,53
Pioneer Square,2022-06-17,0.4966364578501486,1.0,2443.0,39
Roosevelt,2022-06-17,0.481937329645663,1.0,595.0,7
South Lake Union,2022-06-17,0.389314380615175,1.0,10394.173469387755,132
University District,2022-06-17,0.4373120401630077,1.0,4847.327868852459,48
Uptown,2022-06-17,0.3308787492711717,1.0,7208.0,81
Uptown Triangle,2022-06-17,0.6069291117082697,1.0,1120.0,9
Westlake Ave N,2022-06-17,0.36799832781915826,1.0,2464.0,12
12th Avenue,2022-06-18,0.39945779006046866,1.0,450.0,7
Ballard,2022-06-18,0.5806589322899232,1.0,3366.0,29
Ballard Locks,2022-06-18,0.02708333333333333,0.3333333333333333,144.0,1
Belltown,2022-06-18,0.48879923722370056,1.0,11700.0,133
Capitol Hill,2022-06-18,0.5340163163619911,1.0,3283.0,25
Cherry Hill,2022-06-18,0.048033791866028706,0.4444444444444444,516.0,4
Chinatown/ID,2022-06-18,0.5843049293642152,1.0,2598.0,38
Columbia City,2022-06-18,0.35686254974449416,1.0,510.0,6
Commercial Core,2022-06-18,0.45978840699277207,1.0,5628.0,79
Denny Triangle,2022-06-18,0.4415510296053803,1.0,3252.004385964912,57
First Hill,2022-06-18,0.1755025802774138,1.0,6150.0,79
Fremont,2022-06-18,0.5104166666666666,1.0,240.0,3
Green Lake,2022-06-18,0.6578686696435094,1.0,750.0,13
Pike-Pine,2022-06-18,0.571825899343112,1.0,4725.395348837209,54
Pioneer Square,2022-06-18,0.5090469553778377,1.0,2435.0,37
Roosevelt,2022-06-18,0.4828266794933461,1.0,594.0,7
South Lake Union,2022-06-18,0.3041632889622652,1.0,10305.0,128
University District,2022-06-18,0.3742122827040573,1.0,4791.0,47
Uptown,2022-06-18,0.32985076104477384,1.0,7238.0,79
Uptown Triangle,2022-06-18,0.46398775993323954,1.0,1120.0,9
12th Avenue,2022-06-21,0.4451730205971277,1.0,450.0,7
Ballard,2022-06-21,0.5130040284674605,1.0,3366.0,29
Ballard Locks,2022-06-21,0.00011574074074074027,0.08333333333333333,144.0,1
Belltown,2022-06-21,0.524622140046924,1.0,11604.565573770491,133
Capitol Hill,2022-06-21,0.47964780847484606,1.0,3285.0,25
Cherry Hill,2022-06-21,0.1629723772815878,0.7272727272727273,516.0,4
Chinatown/ID,2022-06-21,0.3892272816857333,1.0,2568.0,38
Columbia City,2022-06-21,0.2814443144304255,1.0,510.0,6
Commercial Core,2022-06-21,0.5077009292602958,1.0,5102.049180327869,80
Denny Triangle,2022-06-21,0.42894700492440435,1.0,3180.261807502936,57
First Hill,2022-06-21,0.17316704270295313,1.0,6312.0,80
Fremont,2022-06-21,0.42568479938271603,1.0,505.0,6
Green Lake,2022-06-21,0.6274481612582574,1.0,750.0,13
Pike-Pine,2022-06-21,0.49233989197548816,1.0,4697.64109580393,53
Pioneer Square,2022-06-21,0.5156256378389309,1.0,2440.0,39
Roosevelt,2022-06-21,0.358493311979328,1.0,594.983606557377,7
South Lake Union,2022-06-21,0.37748775767451737,1.0,10467.713114754099,131
University District,2022-06-21,0.4461279687805803,1.0,4907.327868852459,49
Uptown,2022-06-21,0.33960045274570555,1.0,7398.0,84
Uptown Triangle,2022-06-21,0.5636435738877078,1.0,1120.0,9
Westlake Ave N,2022-06-21,0.4281520343634334,1.0,2453.5,12
12th Avenue,2022-06-22,0.4247653297430083,1.0,450.0,7
Ballard,2022-06-22,0.543365105813353,1.0,3366.0,29
Belltown,2022-06-22,0.5056786889171226,1.0,11608.434426229509,133
Capitol Hill,2022-06-22,0.4676392554012847,1.0,3285.0,25
Cherry Hill,2022-06-22,0.20315139701104612,0.8888888888888888,516.0,4
Chinatown/ID,2022-06-22,0.41774294071897383,1.0,2568.0,38
Columbia City,2022-06-22,0.3793480503549948,1.0,510.0,6
Commercial Core,2022-06-22,0.48159125758371146,1.0,5203.549180327869,82
Denny Triangle,2022-06-22,0.4140164955105118,1.0,3192.071637472918,57
First Hill,2022-06-22,0.1750336658814076,1.0,6330.0,82
Fremont,2022-06-22,0.41703703703703704,1.0,505.0,6
Green Lake,2022-06-22,0.595850997738017,1.0,750.0,13
Pike-Pine,2022-06-22,0.4785216515354459,1.0,4690.448725001906,53
Pioneer Square,2022-06-22,0.5069893765344928,1.0,2447.0,39
Roosevelt,2022-06-22,0.4309467692801026,1.0,595.0,7
South Lake Union,2022-06-22,0.3974068534754038,1.0,10482.750867888139,132
University District,2022-06-22,0.4455857684695782,1.0,4907.327868852459,49
Uptown,2022-06-22,0.32365152840304356,1.0,7318.0,83
Uptown Triangle,2022-06-22,0.4985639946345606,1.0,1120.0,9
Westlake Ave N,2022-06-22,0.43695607764955335,1.0,2453.5,12
12th Avenue,2022-06-23,0.38273927626606197,1.0,450.0,7
Ballard,2022-06-23,0.5465337255480569,1.0,3366.0,29
Belltown,2022-06-23,0.541180404099799,1.0,11601.418032786885,133
Capitol Hill,2022-06-23,0.45342631526496463,1.0,3285.0,25
Cherry Hill,2022-06-23,0.12978228926693838,1.0,516.0,4
Chinatown/ID,2022-06-23,0.40435635271559334,1.0,2568.0,38
Columbia City,2022-06-23,0.4140732049586216,1.0,510.0,6
Commercial Core,2022-06-23,0.4925750725450919,1.0,5158.065573770492,81
Denny Triangle,2022-06-23,0.43063346790044515,1.0,3165.6245640146176,57
First Hill,2022-06-23,0.1859560532648146,1.0,6384.0,82
Fremont,2022-06-23,0.460282600308642,1.0,505.0,6
Green Lake,2022-06-23,0.6484344360826733,1.0,750.0,13
Pike-Pine,2022-06-23,0.47190352323622853,1.0,4728.189716995189,54
Pioneer Square,2022-06-23,0.5365435648783258,1.0,2436.0,39
Roosevelt,2022-06-23,0.3361802048260381,1.0,703.0,8
South Lake Union,2022-06-23,0.39400256729634103,1.0,10324.81272305427,129
University District,2022-06-23,0.4323838587909846,1.0,4847.459016393443,48
Uptown,2022-06-23,0.38392831313368814,1.0,7232.0,82
Uptown Triangle,2022-06-23,0.5426186831725134,1.0,1120.0,9
Westlake Ave N,2022-06-23,0.472451303292427,1.0,2453.5,12
12th Avenue,2022-06-24,0.36353658824640966,1.0,450.0,7
Ballard,2022-06-24,0.5531096496525443,1.0,3366.0,29
Ballard Locks,2022-06-24,0.014004629629629629,0.08333333333333333,144.0,1
Belltown,2022-06-24,0.5066899023217568,1.0,11596.131147540984,132
Capitol Hill,2022-06-24,0.47890155113430166,1.0,3285.0,25
Cherry Hill,2022-06-24,0.10531927461752022,1.0,516.0,4
Chinatown/ID,2022-06-24,0.4301540971772847,1.0,2568.0,38
Columbia City,2022-06-24,0.49793443760457645,1.0,510.0,6
Commercial Core,2022-06-24,0.4999480666726857,1.0,5151.61475409836,81
Denny Triangle,2022-06-24,0.4333132160506208,1.0,3078.0364372469635,55
First Hill,2022-06-24,0.2007407156083484,1.0,6230.8415506719175,80
Fremont,2022-06-24,0.49585147876814545,1.0,504.9672131147541,6
Green Lake,2022-06-24,0.7055285428602737,1.0,756.0,13
Pike-Pine,2022-06-24,0.4840717966077487,1.0,4546.9495412844035,53
Pioneer Square,2022-06-24,0.4721564226059811,1.0,2434.0,38
Roosevelt,2022-06-24,0.45405027457110797,1.0,595.0,7
South Lake Union,2022-06-24,0.3987732061770481,1.0,10235.96699652595,128
University District,2022-06-24,0.4276205406030075,1.0,4847.0,48
Uptown,2022-06-24,0.30765205526473016,1.0,7288.0,82
Uptown Triangle,2022-06-24,0.5710714822904264,1.0,1120.0,9
Westlake Ave N,2022-06-24,0.4337160449077223,1.0,2453.5,12
12th Avenue,2022-06-25,0.4964762420119563,1.0,486.0,7
Ballard,2022-06-25,0.5345230557293922,1.0,3366.0,29
Ballard Locks,2022-06-25,0.14467592592592593,0.6666666666666666,144.0,1
Belltown,2022-06-25,0.48200092105136827,1.0,11634.0,132
Capitol Hill,2022-06-25,0.3727471775832335,1.0,3080.0,23
Cherry Hill,2022-06-25,0.04228219696969696,0.25,180.0,2
Chinatown/ID,2022-06-25,0.49441373894506957,1.0,2598.0,38
Columbia City,2022-06-25,0.4798876085334418,1.0,510.0,6
Commercial Core,2022-06-25,0.4639306095394751,1.0,5640.0,80
Denny Triangle,2022-06-25,0.3785721313902289,1.0,3245.8207830816527,56
First Hill,2022-06-25,0.20216132712084717,1.0,6010.897314612879,77
Fremont,2022-06-25,0.45360821759259257,1.0,504.0,6
Green Lake,2022-06-25,0.7275193553478809,1.0,750.0,13
Pike-Pine,2022-06-25,0.4781100025860685,1.0,4670.689902190385,54
Pioneer Square,2022-06-25,0.46876013786694903,1.0,2395.0,38
Roosevelt,2022-06-25,0.43258163229517393,1.0,702.0,8
South Lake Union,2022-06-25,0.29800940943834536,1.0,10312.978561519269,129
University District,2022-06-25,0.36411448599966056,1.0,4785.0,47
Uptown,2022-06-25,0.37836658925046746,1.0,7310.0,82
Uptown Triangle,2022-06-25,0.46406564370246217,1.0,1120.0,9
12th Avenue,2022-06-27,0.3865184476568405,1.0,450.0,7
Ballard,2022-06-27,0.4873453227308616,1.0,3366.0,29
Belltown,2022-06-27,0.44816191049040643,1.0,11565.565573770491,132
Capitol Hill,2022-06-27,0.3874432688152442,1.0,3285.0,25
Cherry Hill,2022-06-27,0.10872015107212475,0.6666666666666666,516.0,4
Chinatown/ID,2022-06-27,0.3745630772111573,1.0,2592.0,38
Columbia City,2022-06-27,0.2861416008117397,1.0,510.0,6
Commercial Core,2022-06-27,0.45034979517956913,1.0,5129.016393442623,80
Denny Triangle,2022-06-27,0.40357054848679397,1.0,3076.9836065573772,55
First Hill,2022-06-27,0.17106139988189464,1.0,6132.0,80
Fremont,2022-06-27,0.3699807098765432,1.0,505.0,6
Green Lake,2022-06-27,0.5569643020203917,1.0,750.0,13
Pike-Pine,2022-06-27,0.4541660128266517,1.0,4640.0,52
Pioneer Square,2022-06-27,0.46316566903583145,1.0,2391.0,37
Roosevelt,2022-06-27,0.37113496071829405,1.0,595.0,7
South Lake Union,2022-06-27,0.37992990271593724,1.0,10311.598360655738,129
University District,2022-06-27,0.4066463603443535,1.0,4838.131147540984,48
Uptown,2022-06-27,0.2803820597425002,1.0,7117.0,80
Uptown Triangle,2022-06-27,0.5468084525192876,1.0,1120.0,9
Westlake Ave N,2022-06-27,0.39189674469684765,1.0,2453.5,12
12th Avenue,2022-06-28,0.4911829176114891,1.0,450.0,7
Ballard,2022-06-28,0.5273781252416857,1.0,3366.0,29
Belltown,2022-06-28,0.5081304702896203,1.0,11619.532786885246,133
Capitol Hill,2022-06-28,0.4121709803710203,1.0,3285.0,25
Cherry Hill,2022-06-28,0.11986993472739087,0.6666666666666666,516.0,4
Chinatown/ID,2022-06-28,0.39550179511114325,1.0,2568.0,38
Columbia City,2022-06-28,0.3340248100664767,1.0,510.0,6
Commercial Core,2022-06-28,0.4692249322060247,1.0,5000.549180327869,80
Denny Triangle,2022-06-28,0.3947917305500135,1.0,3107.6036331451446,56
First Hill,2022-06-28,0.17877501588914094,1.0,5961.187788498183,79
Fremont,2022-06-28,0.4338744212962963,1.0,505.0,6
Green Lake,2022-06-28,0.5616235288631122,1.0,750.0,13
Pike-Pine,2022-06-28,0.46419132165401716,1.0,4633.9684821073315,53
Pioneer Square,2022-06-28,0.4815855032776362,1.0,2441.0,39
Roosevelt,2022-06-28,0.298346961680295,1.0,595.0,7
South Lake Union,2022-06-28,0.38007558320992346,1.0,10499.899903813985,133
University District,2022-06-28,0.4264263982007095,1.0,4907.131147540984,49
Uptown,2022-06-28,0.39590450997768695,1.0,7282.0,82
Uptown Triangle,2022-06-28,0.6152712577660818,1.0,1120.0,9
Westlake Ave N,2022-06-28,0.3956432051218434,1.0,2453.5,12
12th Avenue,2022-06-29,0.4808870701058201,1.0,450.0,7
Ballard,2022-06-29,0.5540972988219414,1.0,3366.0,29
Ballard Locks,2022-06-29,0.008333333333333333,0.08333333333333333,144.0,1
Belltown,2022-06-29,0.5381712673200891,1.0,11641.967213114754,133
Capitol Hill,2022-06-29,0.43990416781606384,1.0,3285.0,25
Cherry Hill,2022-06-29,0.13167410582432512,1.0,516.0,4
Chinatown/ID,2022-06-29,0.4421548159170439,1.0,2568.0,38
Columbia City,2022-06-29,0.443886832688916,1.0,510.0,6
Commercial Core,2022-06-29,0.47514728548391494,1.0,5198.516393442623,82
Denny Triangle,2022-06-29,0.43016071884174756,1.0,3093.593163861333,56
First Hill,2022-06-29,0.17978615369482406,1.0,6192.964285714285,80
Fremont,2022-06-29,0.45349628188169855,1.0,504.9672131147541,6
Green Lake,2022-06-29,0.6436608088611293,1.0,750.0,13
Pike-Pine,2022-06-29,0.509347718742629,1.0,4598.100988931792,52
Pioneer Square,2022-06-29,0.5256959801476379,1.0,2448.0,39
Roosevelt,2022-06-29,0.3781241482283149,1.0,595.0,7
South Lake Union,2022-06-29,0.39701078725832306,1.0,10432.044514395244,132
University District,2022-06-29,0.41222807823366586,1.0,4907.131147540984,49
Uptown,2022-06-29,0.34595611590294545,1.0,7373.0,84
Uptown Triangle,2022-06-29,0.5477783507804211,1.0,1120.0,9
Westlake Ave N,2022-06-29,0.40544391503237054,1.0,2453.5,12
12th Avenue,2022-06-30,0.41305071334089194,1.0,450.0,7
Ballard,2022-06-30,0.546143105183967,1.0,3366.0,29
Ballard Locks,2022-06-30,0.007060185185185184,0.08333333333333333,144.0,1
Belltown,2022-06-30,0.5069156908662782,1.0,11615.754098360656,133
Capitol Hill,2022-06-30,0.45847870581338845,1.0,3285.0,25
Cherry Hill,2022-06-30,0.17114871300726564,1.0,516.0,4
Chinatown/ID,2022-06-30,0.40827863097677874,1.0,2568.0,38
Columbia City,2022-06-30,0.4495598601501379,1.0,510.0,6
Commercial Core,2022-06-30,0.4964230567612347,1.0,5045.049180327869,80
Denny Triangle,2022-06-30,0.42795645270144667,1.0,3017.032786885246,55
First Hill,2022-06-30,0.19276799989534488,1.0,6174.0,80
Fremont,2022-06-30,0.43211033950617284,1.0,505.0,6
Green Lake,2022-06-30,0.6378824955908289,1.0,750.0,13
Pike-Pine,2022-06-30,0.49240398671726077,1.0,4668.0,53
Pioneer Square,2022-06-30,0.5242470985450414,1.0,2444.0,39
Roosevelt,2022-06-30,0.3666793430335097,1.0,595.0,7
South Lake Union,2022-06-30,0.3934557406455628,1.0,10412.0,132
University District,2022-06-30,0.42366989168217395,1.0,4907.459016393443,49
Uptown,2022-06-30,0.32560688693955414,1.0,7232.0,81
Uptown Triangle,2022-06-30,0.4864536241434102,1.0,1120.0,9
Westlake Ave N,2022-06-30,0.4233601175574671,1.0,2453.5,12
12th Avenue,2022-07-01,0.3737495275888133,1.0,450.0,7
Ballard,2022-07-01,0.598993055204077,1.0,3366.0,29
Belltown,2022-07-01,0.5233161967154231,1.0,11644.598360655738,133
Capitol Hill,2022-07-01,0.4833938266276985,1.0,3285.0,25
Cherry Hill,2022-07-01,0.129028313101778,0.8888888888888888,516.0,4
Chinatown/ID,2022-07-01,0.4490087575069139,1.0,2568.0,38
Columbia City,2022-07-01,0.42038655146294035,1.0,510.0,6
Commercial Core,2022-07-01,0.48621186734369554,1.0,5215.5327868852455,82
Denny Triangle,2022-07-01,0.4348524018076672,1.0,3119.0,57
First Hill,2022-07-01,0.19373894237201167,1.0,6114.0,79
Fremont,2022-07-01,0.4641618759327093,1.0,504.9672131147541,6
Green Lake,2022-07-01,0.6837136928242697,1.0,750.0,13
Pike-Pine,2022-07-01,0.5273210606846442,1.0,4668.0,53
Pioneer Square,2022-07-01,0.4888478283656627,1.0,2422.0,38
Roosevelt,2022-07-01,0.4380839646464646,1.0,595.0,7
South Lake Union,2022-07-01,0.38570347994141196,1.0,10356.401639344262,131
University District,2022-07-01,0.40066326570331434,1.0,4917.131147540984,49
Uptown,2022-07-01,0.34682010456512635,1.0,7323.0,83
